res_type,atom_name,mu,sigma
HSP,HCG,0.1843,0.1843
HIS,ND1,0.5734,0.5734
HIS,HND1,0.5734,0.5734
HSD,ND1,0.5734,0.5734
HSP,ND1,0.5734,0.5734
HSD,HND1,0.5734,0.5734
HSP,HND1,0.5734,0.5734
HIS,NE2,0.5778,0.5778
HIS,HNE2,0.5778,0.5778
HSD,NE2,0.5778,0.5778
HSP,NE2,0.5778,0.5778
HSD,HNE2,0.5778,0.5778
HSP,HNE2,0.5778,0.5778
ILE,CB,0.0391,0.0391
ILE,HCB,0.0391,0.0391
ILE,CD1,0.5134,0.5134
ILE,HCD1,0.5134,0.5134
ILE,CG1,0.1565,0.1565
ILE,HCG1,0.1565,0.1565
ILE,CG2,0.1553,0.1553
ILE,HCG2,0.1553,0.1553
LYS,CB,0.0557,0.0557
LYS,HCB,0.0557,0.0557
LYS,CD,0.3548,0.3548
LYS,HCD,0.3548,0.3548
LYS,CE,0.5279,0.5279
LYS,HCE,0.5279,0.5279
LYS,CG,0.2181,0.2181
LYS,HCG,0.2181,0.2181
LYS,NZ,0.8886,0.8886
LYS,HNZ,0.8886,0.8886
LEU,CB,0.0571,0.0571
LEU,HCB,0.0571,0.0571
LEU,CD1,0.2847,0.2847
LEU,HCD1,0.2847,0.2847
LEU,CD2,0.3327,0.3327
LEU,HCD2,0.3327,0.3327
LEU,CG,0.1592,0.1592
LEU,HCG,0.1592,0.1592
MET,CB,0.0562,0.0562
MET,HCB,0.0562,0.0562
MET,CE,1.1469,1.1469
MET,HCE,1.1469,1.1469
MET,CG,0.2145,0.2145
MET,HCG,0.2145,0.2145
MET,SD,0.4779,0.4779
MET,HSD,0.4779,0.4779
ASN,CB,0.0561,0.0561
ASN,HCB,0.0561,0.0561
ASN,CG,0.1997,0.1997
ASN,HCG,0.1997,0.1997
ASN,ND2,0.7654,0.7654
ASN,HND2,0.7654,0.7654
ASN,OD1,0.7316,0.7316
ASN,HOD1,0.7316,0.7316
PRO,CB,0.1186,0.1186
PRO,HCB,0.1186,0.1186
PRO,CD,0.2444,0.2444
PRO,HCD,0.2444,0.2444
PRO,CG,0.2228,0.2228
PRO,HCG,0.2228,0.2228
GLN,CB,0.054,0.054
GLN,HCB,0.054,0.054
GLN,CD,0.3101,0.3101
GLN,HCD,0.3101,0.3101
GLN,CG,0.2037,0.2037
GLN,HCG,0.2037,0.2037
GLN,NE2,0.7886,0.7886
GLN,HNE2,0.7886,0.7886
GLN,OE1,0.7966,0.7966
GLN,HOE1,0.7966,0.7966
ARG,CB,0.0592,0.0592
ARG,HCB,0.0592,0.0592
ARG,CD,0.4638,0.4638
ARG,HCD,0.4638,0.4638
ARG,CG,0.2758,0.2758
ARG,HCG,0.2758,0.2758
ARG,CZ,0.6914,0.6914
ARG,HCZ,0.6914,0.6914
ARG,NE,0.557,0.557
ARG,HNE,0.557,0.557
ARG,NH1,1.0064,1.0064
ARG,HNH1,1.0064,1.0064
ARG,NH2,0.8767,0.8767
ARG,HNH2,0.8767,0.8767
SER,CB,0.0667,0.0667
SER,HCB,0.0667,0.0667
SER,OG,1.1818,1.1818
SER,HOG,1.1818,1.1818
THR,CB,0.0574,0.0574
THR,HCB,0.0574,0.0574
THR,CG2,0.8581,0.8581
THR,HCG2,0.8581,0.8581
THR,OG1,0.8155,0.8155
THR,HOG1,0.8155,0.8155
VAL,CB,0.0404,0.0404
VAL,HCB,0.0404,0.0404
VAL,CG1,1.098,1.098
VAL,HCG1,1.098,1.098
VAL,CG2,1.099,1.099
VAL,HCG2,1.099,1.099
TRP,CB,0.0564,0.0564
TRP,HCB,0.0564,0.0564
TRP,CD1,0.3527,0.3527
TRP,HCD1,0.3527,0.3527
TRP,CD2,0.3654,0.3654
TRP,HCD2,0.3654,0.3654
TRP,CE2,0.4355,0.4355
TRP,HCE2,0.4355,0.4355
TRP,CE3,0.5958,0.5958
TRP,HCE3,0.5958,0.5958
TRP,CG,0.173,0.173
TRP,HCG,0.173,0.173
TRP,CH2,0.8176,0.8176
TRP,HCH2,0.8176,0.8176
TRP,CZ2,0.6335,0.6335
TRP,HCZ2,0.6335,0.6335
TRP,CZ3,0.8225,0.8225
TRP,HCZ3,0.8225,0.8225
TRP,NE1,0.4297,0.4297
TRP,HNE1,0.4297,0.4297
TYR,CB,0.0572,0.0572
TYR,HCB,0.0572,0.0572
TYR,CD1,0.3749,0.3749
TYR,HCD1,0.3749,0.3749
TYR,CD2,0.3977,0.3977
TYR,HCD2,0.3977,0.3977
TYR,CE1,0.4691,0.4691
TYR,HCE1,0.4691,0.4691
TYR,CE2,0.5188,0.5188
TYR,HCE2,0.5188,0.5188
TYR,CG,0.1612,0.1612
TYR,HCG,0.1612,0.1612
TYR,CZ,0.4515,0.4515
TYR,HCZ,0.4515,0.4515
TYR,OH,0.608,0.608
TYR,HOH,0.608,0.608
ALA,CB,0.0589,0.0589
ALA,HCB,0.0589,0.0589
