res_type,atom_name,mu,sigma
HSP,HCG,0.0748,0.0748
HIS,ND1,0.1252,0.1252
HIS,HND1,0.1252,0.1252
HSD,ND1,0.1252,0.1252
HSP,ND1,0.1252,0.1252
HSD,HND1,0.1252,0.1252
HSP,HND1,0.1252,0.1252
HIS,NE2,0.1535,0.1535
HIS,HNE2,0.1535,0.1535
HSD,NE2,0.1535,0.1535
HSP,NE2,0.1535,0.1535
HSD,HNE2,0.1535,0.1535
HSP,HNE2,0.1535,0.1535
ILE,CB,0.0391,0.0391
ILE,HCB,0.0391,0.0391
ILE,CD1,0.0849,0.0849
ILE,HCD1,0.0849,0.0849
ILE,CG1,0.0639,0.0639
ILE,HCG1,0.0639,0.0639
ILE,CG2,0.0683,0.0683
ILE,HCG2,0.0683,0.0683
LYS,CB,0.0557,0.0557
LYS,HCB,0.0557,0.0557
LYS,CD,0.148,0.148
LYS,HCD,0.148,0.148
LYS,CE,0.1744,0.1744
LYS,HCE,0.1744,0.1744
LYS,CG,0.1045,0.1045
LYS,HCG,0.1045,0.1045
LYS,NZ,0.2183,0.2183
LYS,HNZ,0.2183,0.2183
LEU,CB,0.0571,0.0571
LEU,HCB,0.0571,0.0571
LEU,CD1,0.1069,0.1069
LEU,HCD1,0.1069,0.1069
LEU,CD2,0.1023,0.1023
LEU,HCD2,0.1023,0.1023
LEU,CG,0.0732,0.0732
LEU,HCG,0.0732,0.0732
MET,CB,0.0562,0.0562
MET,HCB,0.0562,0.0562
MET,CE,0.1829,0.1829
MET,HCE,0.1829,0.1829
MET,CG,0.1042,0.1042
MET,HCG,0.1042,0.1042
MET,SD,0.1765,0.1765
MET,HSD,0.1765,0.1765
ASN,CB,0.0561,0.0561
ASN,HCB,0.0561,0.0561
ASN,CG,0.0839,0.0839
ASN,HCG,0.0839,0.0839
ASN,ND2,0.1304,0.1304
ASN,HND2,0.1304,0.1304
ASN,OD1,0.1355,0.1355
ASN,HOD1,0.1355,0.1355
PRO,CB,0.1186,0.1186
PRO,HCB,0.1186,0.1186
PRO,CD,0.2444,0.2444
PRO,HCD,0.2444,0.2444
PRO,CG,0.2228,0.2228
PRO,HCG,0.2228,0.2228
GLN,CB,0.054,0.054
GLN,HCB,0.054,0.054
GLN,CD,0.1146,0.1146
GLN,HCD,0.1146,0.1146
GLN,CG,0.1071,0.1071
GLN,HCG,0.1071,0.1071
GLN,NE2,0.2028,0.2028
GLN,HNE2,0.2028,0.2028
GLN,OE1,0.188,0.188
GLN,HOE1,0.188,0.188
ARG,CB,0.0592,0.0592
ARG,HCB,0.0592,0.0592
ARG,CD,0.1897,0.1897
ARG,HCD,0.1897,0.1897
ARG,CG,0.1279,0.1279
ARG,HCG,0.1279,0.1279
ARG,CZ,0.195,0.195
ARG,HCZ,0.195,0.195
ARG,NE,0.2032,0.2032
ARG,HNE,0.2032,0.2032
ARG,NH1,0.327,0.327
ARG,HNH1,0.327,0.327
ARG,NH2,0.2909,0.2909
ARG,HNH2,0.2909,0.2909
SER,CB,0.0667,0.0667
SER,HCB,0.0667,0.0667
SER,OG,0.1108,0.1108
SER,HOG,0.1108,0.1108
THR,CB,0.0574,0.0574
THR,HCB,0.0574,0.0574
THR,CG2,0.0941,0.0941
THR,HCG2,0.0941,0.0941
THR,OG1,0.0966,0.0966
THR,HOG1,0.0966,0.0966
VAL,CB,0.0404,0.0404
VAL,HCB,0.0404,0.0404
VAL,CG1,0.0702,0.0702
VAL,HCG1,0.0702,0.0702
VAL,CG2,0.0785,0.0785
VAL,HCG2,0.0785,0.0785
TRP,CB,0.0564,0.0564
TRP,HCB,0.0564,0.0564
TRP,CD1,0.1181,0.1181
TRP,HCD1,0.1181,0.1181
TRP,CD2,0.0896,0.0896
TRP,HCD2,0.0896,0.0896
TRP,CE2,0.117,0.117
TRP,HCE2,0.117,0.117
TRP,CE3,0.1337,0.1337
TRP,HCE3,0.1337,0.1337
TRP,CG,0.0698,0.0698
TRP,HCG,0.0698,0.0698
TRP,CH2,0.1604,0.1604
TRP,HCH2,0.1604,0.1604
TRP,CZ2,0.1508,0.1508
TRP,HCZ2,0.1508,0.1508
TRP,CZ3,0.1651,0.1651
TRP,HCZ3,0.1651,0.1651
TRP,NE1,0.1433,0.1433
TRP,HNE1,0.1433,0.1433
TYR,CB,0.0572,0.0572
TYR,HCB,0.0572,0.0572
TYR,CD1,0.1135,0.1135
TYR,HCD1,0.1135,0.1135
TYR,CD2,0.1168,0.1168
TYR,HCD2,0.1168,0.1168
TYR,CE1,0.1344,0.1344
TYR,HCE1,0.1344,0.1344
TYR,CE2,0.1366,0.1366
TYR,HCE2,0.1366,0.1366
TYR,CG,0.0726,0.0726
TYR,HCG,0.0726,0.0726
TYR,CZ,0.1206,0.1206
TYR,HCZ,0.1206,0.1206
TYR,OH,0.1797,0.1797
TYR,HOH,0.1797,0.1797
ALA,CB,0.0589,0.0589
ALA,HCB,0.0589,0.0589
