res_type,atom_name,force_field_type,location,partial_charge
ILE,CG2,C_3,side,-0.32040
ILE,HCG2,H_,side,0.08820
ILE,HCG2,H_,side,0.08820
ILE,HCG2,H_,side,0.08820
ILE,CD1,C_3,side,-0.06600
ILE,HCD1,H_,side,0.01860
ILE,HCD1,H_,side,0.01860
ILE,HCD1,H_,side,0.01860
LEU,N,N_R,back,-0.41570
LEU,HN,H___A,back,0.27190
LEU,CA,C_3,back,-0.05180
LEU,HCA,H_,back,0.09220
LEU,C,C_R,back,0.59730
LEU,O,O_2,back,-0.56790
LEU,CB,C_3,side,-0.11020
LEU,HCB,H_,side,0.04570
LEU,HCB,H_,side,0.04570
LEU,CG,C_3,side,0.35310
LEU,HCG,H_,side,-0.03610
LEU,CD1,C_3,side,-0.41210
LEU,HCD1,H_,side,0.10000
LEU,HCD1,H_,side,0.10000
LEU,HCD1,H_,side,0.10000
LEU,CD2,C_3,side,-0.41210
LEU,HCD2,H_,side,0.10000
LEU,HCD2,H_,side,0.10000
LEU,HCD2,H_,side,0.10000
LYS,N,N_R,back,-0.34790
LYS,HN,H___A,back,0.27470
LYS,CA,C_3,back,-0.24000
LYS,HCA,H_,back,0.14260
LYS,C,C_R,back,0.73410
LYS,O,O_2,back,-0.58940
LYS,CB,C_3,side,-0.00940
LYS,HCB,H_,side,0.03620
LYS,HCB,H_,side,0.03620
LYS,CG,C_3,side,0.01870
LYS,HCG,H_,side,0.01030
LYS,HCG,H_,side,0.01030
LYS,CD,C_3,side,-0.04790
LYS,HCD,H_,side,0.06210
LYS,HCD,H_,side,0.06210
LYS,CE,C_3,side,-0.01430
LYS,HCE,H_,side,0.11350
LYS,HCE,H_,side,0.11350
LYS,NZ,N_3,side,-0.38540
LYS,HNZ,H___A,side,0.34000
LYS,HNZ,H___A,side,0.34000
LYS,HNZ,H___A,side,0.34000
LYN,N,N_R,back,-0.41570
LYN,HN,H___A,back,0.27190
LYN,CA,C_3,back,-0.07206
LYN,HCA,H_,back,0.09940
LYN,C,C_R,back,0.59730
LYN,O,O_2,back,-0.56790
LYN,CB,C_3,side,-0.04845
LYN,HCB,H_,side,0.03400
LYN,HCB,H_,side,0.03400
LYN,CG,C_3,side,0.06612
LYN,HCG,H_,side,0.01041
LYN,HCG,H_,side,0.01041
LYN,CD,C_3,side,-0.03768
LYN,HCD,H_,side,0.01155
LYN,HCD,H_,side,0.01155
LYN,CE,C_3,side,0.32604
LYN,HCE,H_,side,-0.03358
LYN,HCE,H_,side,-0.03358
LYN,NZ,N_3P,side,-1.03581
LYN,HNZ,H___A,side,0.38604
LYN,HNZ,H___A,side,0.38604
MET,N,N_R,back,-0.41570
MET,HN,H___A,back,0.27190
MET,CA,C_3,back,-0.02370
MET,HCA,H_,back,0.08800
MET,C,C_R,back,0.59730
MET,O,O_2,back,-0.56790
MET,CB,C_3,side,0.03420
MET,HCB,H_,side,0.02410
MET,HCB,H_,side,0.02410
MET,CG,C_3,side,0.00180
MET,HCG,H_,side,0.04400
MET,HCG,H_,side,0.04400
MET,SD,S_3,side,-0.27370
MET,CE,C_3,side,-0.05360
MET,HCE,H_,side,0.06840
MET,HCE,H_,side,0.06840
MET,HCE,H_,side,0.06840
PHE,N,N_R,back,-0.41570
PHE,HN,H___A,back,0.27190
PHE,CA,C_3,back,-0.00240
PHE,HCA,H_,back,0.09780
PHE,C,C_R,back,0.59730
PHE,O,O_2,back,-0.56790
PHE,CB,C_3,side,-0.03430
PHE,HCB,H_,side,0.02950
PHE,HCB,H_,side,0.02950
PHE,CG,C_R,side,0.01180
PHE,CD1,C_R,side,-0.12560
PHE,HCD1,H_,side,0.13300
PHE,CD2,C_R,side,-0.12560
PHE,HCD2,H_,side,0.13300
PHE,CE1,C_R,side,-0.17040
PHE,HCE1,H_,side,0.14300
PHE,CE2,C_R,side,-0.17040
PHE,HCE2,H_,side,0.14300
PHE,CZ,C_R,side,-0.10720
PHE,HCZ,H_,side,0.12970
PRO,N,N_R,back,-0.25480
PRO,CA,C_3,back,-0.02660
PRO,HCA,H_,back,0.06410
PRO,C,C_2,back,0.58960
PRO,O,O_2,back,-0.57480
PRO,CB,C_3,back,-0.00700
PRO,HCB,H_,back,0.02530
PRO,HCB,H_,back,0.02530
PRO,CG,C_3,back,0.01890
PRO,HCG,H_,back,0.02130
PRO,HCG,H_,back,0.02130
PRO,CD,C_3,back,0.01920
PRO,HCD,H_,back,0.03910
PRO,HCD,H_,back,0.03910
SER,N,N_R,back,-0.41570
SER,HN,H___A,back,0.27190
SER,CA,C_3,back,-0.02490
SER,HCA,H_,back,0.08430
SER,C,C_R,back,0.59730
SER,O,O_2,back,-0.56790
SER,CB,C_3,side,0.21170
SER,HCB,H_,side,0.03520
SER,HCB,H_,side,0.03520
SER,OG,O_3,side,-0.65460
SER,HOG,H___A,side,0.42750
THR,N,N_R,back,-0.41570
THR,HN,H___A,back,0.27190
THR,CA,C_3,back,-0.03890
THR,HCA,H_,back,0.10070
THR,C,C_R,back,0.59730
THR,O,O_2,back,-0.56790
THR,CB,C_3,side,0.36540
THR,HCB,H_,side,0.00430
THR,OG1,O_3,side,-0.67610
THR,HOG1,H___A,side,0.41020
THR,CG2,C_3,side,-0.24380
THR,HCG2,H_,side,0.06420
THR,HCG2,H_,side,0.06420
THR,HCG2,H_,side,0.06420
TRP,N,N_R,back,-0.41570
TRP,HN,H___A,back,0.27190
TRP,CA,C_3,back,-0.02750
TRP,HCA,H_,back,0.11230
TRP,C,C_R,back,0.59730
TRP,O,O_2,back,-0.56790
TRP,CB,C_3,side,-0.00500
TRP,HCB,H_,side,0.03390
TRP,HCB,H_,side,0.03390
TRP,CG,C_R,side,-0.14150
TRP,CD1,C_R,side,-0.16380
TRP,HCD1,H_,side,0.20620
TRP,CD2,C_R,side,0.12430
TRP,NE1,N_R,side,-0.34180
TRP,HNE1,H___A,side,0.34120
TRP,CE2,C_R,side,0.13800
TRP,CE3,C_R,side,-0.23870
TRP,HCE3,H_,side,0.17000
TRP,CZ2,C_R,side,-0.26010
TRP,HCZ2,H_,side,0.15720
TRP,CZ3,C_R,side,-0.19720
TRP,HCZ3,H_,side,0.14470
TRP,CH2,C_R,side,-0.11340
TRP,HCH2,H_,side,0.14170
TYR,N,N_R,back,-0.41570
TYR,HN,H___A,back,0.27190
TYR,CA,C_3,back,-0.00140
TYR,HCA,H_,back,0.08760
TYR,C,C_R,back,0.59730
TYR,O,O_2,back,-0.56790
TYR,CB,C_3,side,-0.01520
TYR,HCB,H_,side,0.02950
TYR,HCB,H_,side,0.02950
TYR,CG,C_R,side,-0.00110
TYR,CD1,C_R,side,-0.19060
TYR,HCD1,H_,side,0.16990
TYR,CD2,C_R,side,-0.19060
TYR,HCD2,H_,side,0.16990
TYR,CE1,C_R,side,-0.23410
TYR,HCE1,H_,side,0.16560
TYR,CE2,C_R,side,-0.23410
TYR,HCE2,H_,side,0.16560
TYR,CZ,C_R,side,0.32260
TYR,OH,O_R,side,-0.55790
TYR,HOH,H___A,side,0.39920
VAL,N,N_R,back,-0.41570
VAL,HN,H___A,back,0.27190
VAL,CA,C_3,back,-0.08750
VAL,HCA,H_,back,0.09690
VAL,C,C_R,back,0.59730
VAL,O,O_2,back,-0.56790
VAL,CB,C_3,side,0.29850
VAL,HCB,H_,side,-0.02970
VAL,CG1,C_3,side,-0.31920
VAL,HCG1,H_,side,0.07910
VAL,HCG1,H_,side,0.07910
VAL,HCG1,H_,side,0.07910
VAL,CG2,C_3,side,-0.31920
VAL,HCG2,H_,side,0.07910
VAL,HCG2,H_,side,0.07910
VAL,HCG2,H_,side,0.07910
